"NUTS_ID","year","verified","verified_lag","verified_delta"
"PL214",2022,1175720,1228139,-52419
"PL214",2023,951244,1175720,-224476
"PL217",2005,1061398,NA,NA
"PL217",2006,1104862,1061398,43464
"PL217",2007,1010925,1104862,-93937
"PL217",2008,1068918,1010925,57993
"PL217",2009,1020313,1068918,-48605
"PL217",2010,1055566,1020313,35253
"PL217",2011,904023,1055566,-151543
"PL217",2012,920187,904023,16164
"PL217",2013,1031802,920187,111615
"PL217",2014,994796,1031802,-37006
"PL217",2015,925557,994796,-69239
"PL217",2016,703397,925557,-222160
"PL217",2017,792107,703397,88710
"PL217",2018,764217,792107,-27890
"PL217",2019,693475,764217,-70742
"PL217",2020,608318,693475,-85157
"PL217",2021,641750,608318,33432
"PL217",2022,568917,641750,-72833
"PL217",2023,488981,568917,-79936
"PL218",2005,138594,NA,NA
"PL218",2006,127505,138594,-11089
"PL218",2007,119042,127505,-8463
"PL218",2008,107124,119042,-11918
"PL218",2009,105186,107124,-1938
"PL218",2010,115072,105186,9886
"PL218",2011,105678,115072,-9394
"PL218",2012,88434,105678,-17244
"PL218",2013,75589,88434,-12845
"PL218",2014,63966,75589,-11623
"PL218",2015,69066,63966,5100
"PL218",2016,71305,69066,2239
"PL218",2017,75020,71305,3715
"PL218",2018,67254,75020,-7766
"PL218",2019,64935,67254,-2319
"PL218",2020,58043,64935,-6892
"PL218",2021,32993,58043,-25050
"PL218",2022,18334,32993,-14659
"PL218",2023,9042,18334,-9292
"PL219",2005,39358,NA,NA
"PL219",2006,42953,39358,3595
"PL219",2007,39946,42953,-3007
"PL219",2008,38454,39946,-1492
"PL219",2009,35396,38454,-3058
"PL219",2010,41142,35396,5746
"PL219",2011,38989,41142,-2153
"PL219",2012,40016,38989,1027
"PL219",2013,38901,40016,-1115
"PL219",2014,29742,38901,-9159
"PL219",2015,30756,29742,1014
"PL219",2016,30310,30756,-446
"PL219",2017,33540,30310,3230
"PL219",2018,33490,33540,-50
"PL219",2019,26162,33490,-7328
"PL219",2020,18110,26162,-8052
"PL219",2021,12721,18110,-5389
"PL219",2022,428,12721,-12293
"PL219",2023,510,428,82
"PL21A",2005,3812824,NA,NA
"PL21A",2006,3694425,3812824,-118399
"PL21A",2007,3962379,3694425,267954
"PL21A",2008,3426264,3962379,-536115
"PL21A",2009,2612292,3426264,-813972
"PL21A",2010,3017535,2612292,405243
"PL21A",2011,3174574,3017535,157039
"PL21A",2012,2659948,3174574,-514626
"PL21A",2013,2578337,2659948,-81611
"PL21A",2014,2084538,2578337,-493799
"PL21A",2015,2591822,2084538,507284
"PL21A",2016,2385813,2591822,-206009
"PL21A",2017,2427345,2385813,41532
"PL21A",2018,2214426,2427345,-212919
"PL21A",2019,2024357,2214426,-190069
"PL21A",2020,1544021,2024357,-480336
"PL21A",2021,1821006,1544021,276985
"PL21A",2022,1656189,1821006,-164817
"PL21A",2023,1403751,1656189,-252438
"PL224",2005,1537682,NA,NA
"PL224",2006,1557212,1537682,19530
"PL224",2007,1585859,1557212,28647
"PL224",2008,1455264,1585859,-130595
"PL224",2009,1241479,1455264,-213785
"PL224",2010,1195450,1241479,-46029
"PL224",2011,956174,1195450,-239276
"PL224",2012,852431,956174,-103743
"PL224",2013,761060,852431,-91371
"PL224",2014,723753,761060,-37307
"PL224",2015,855952,723753,132199
"PL224",2016,862593,855952,6641
"PL224",2017,978155,862593,115562
"PL224",2018,985293,978155,7138
"PL224",2019,908905,985293,-76388
"PL224",2020,955202,908905,46297
"PL224",2021,1123580,955202,168378
"PL224",2022,1115254,1123580,-8326
"PL224",2023,871296,1115254,-243958
"PL225",2005,1001863,NA,NA
"PL225",2006,1069224,1001863,67361
"PL225",2007,1042183,1069224,-27041
"PL225",2008,915209,1042183,-126974
"PL225",2009,809264,915209,-105945
"PL225",2010,856643,809264,47379
"PL225",2011,787770,856643,-68873
"PL225",2012,732695,787770,-55075
"PL225",2013,678480,732695,-54215
"PL225",2014,526283,678480,-152197
"PL225",2015,523861,526283,-2422
"PL225",2016,499260,523861,-24601
"PL225",2017,469813,499260,-29447
"PL225",2018,471082,469813,1269
"PL225",2019,378288,471082,-92794
"PL225",2020,279472,378288,-98816
"PL225",2021,402140,279472,122668
"PL225",2022,365324,402140,-36816
"PL225",2023,279700,365324,-85624
"PL227",2005,10622509,NA,NA
"PL227",2006,10479611,10622509,-142898
"PL227",2007,10156849,10479611,-322762
"PL227",2008,9763408,10156849,-393441
"PL227",2009,8724688,9763408,-1038720
"PL227",2010,9660489,8724688,935801
"PL227",2011,9621934,9660489,-38555
"PL227",2012,9227973,9621934,-393961
"PL227",2013,9698810,9227973,470837
"PL227",2014,8418894,9698810,-1279916
"PL227",2015,7478086,8418894,-940808
"PL227",2016,8162102,7478086,684016
"PL227",2017,7422870,8162102,-739232
"PL227",2018,6117615,7422870,-1305255
"PL227",2019,5348662,6117615,-768953
"PL227",2020,3793302,5348662,-1555360
"PL227",2021,6160836,3793302,2367534
"PL227",2022,4591153,6160836,-1569683
"PL227",2023,3490384,4591153,-1100769
"PL228",2005,704467,NA,NA
"PL228",2006,678903,704467,-25564
"PL228",2007,618621,678903,-60282
"PL228",2008,575756,618621,-42865
"PL228",2009,518526,575756,-57230
"PL228",2010,575113,518526,56587
"PL228",2011,501232,575113,-73881
"PL228",2012,481011,501232,-20221
"PL228",2013,470379,481011,-10632
"PL228",2014,407032,470379,-63347
"PL228",2015,404520,407032,-2512
"PL228",2016,395736,404520,-8784
"PL228",2017,414480,395736,18744
"PL228",2018,408731,414480,-5749
"PL228",2019,266429,408731,-142302
"PL228",2020,183561,266429,-82868
"PL228",2021,223190,183561,39629
"PL228",2022,173249,223190,-49941
"PL228",2023,142711,173249,-30538
"PL229",2005,934716,NA,NA
"PL229",2006,980858,934716,46142
"PL229",2007,959698,980858,-21160
"PL229",2008,909408,959698,-50290
"PL229",2009,869479,909408,-39929
"PL229",2010,935845,869479,66366
"PL229",2011,809882,935845,-125963
"PL229",2012,775339,809882,-34543
"PL229",2013,812589,775339,37250
"PL229",2014,728112,812589,-84477
"PL229",2015,714580,728112,-13532
"PL229",2016,692423,714580,-22157
"PL229",2017,682565,692423,-9858
"PL229",2018,649300,682565,-33265
"PL229",2019,546289,649300,-103011
"PL229",2020,492859,546289,-53430
"PL229",2021,551363,492859,58504
"PL229",2022,502869,551363,-48494
"PL229",2023,467262,502869,-35607
"PL22A",2005,3790598,NA,NA
"PL22A",2006,3443166,3790598,-347432
"PL22A",2007,3369337,3443166,-73829
"PL22A",2008,2823388,3369337,-545949
"PL22A",2009,2677053,2823388,-146335
"PL22A",2010,2404182,2677053,-272871
"PL22A",2011,2431013,2404182,26831
"PL22A",2012,2353844,2431013,-77169
"PL22A",2013,2303674,2353844,-50170
"PL22A",2014,2174976,2303674,-128698
"PL22A",2015,2379483,2174976,204507
"PL22A",2016,2314420,2379483,-65063
"PL22A",2017,2709553,2314420,395133
"PL22A",2018,2738589,2709553,29036
"PL22A",2019,2484834,2738589,-253755
"PL22A",2020,2179808,2484834,-305026
"PL22A",2021,2301052,2179808,121244
"PL22A",2022,1987367,2301052,-313685
"PL22A",2023,1480000,1987367,-507367
"PL22B",2005,16272721,NA,NA
"PL22B",2006,18052334,16272721,1779613
"PL22B",2007,20090402,18052334,2038068
"PL22B",2008,14193834,20090402,-5896568
"PL22B",2009,13238115,14193834,-955719
"PL22B",2010,16323849,13238115,3085734
"PL22B",2011,16412635,16323849,88786
"PL22B",2012,15951960,16412635,-460675
"PL22B",2013,15881563,15951960,-70397
"PL22B",2014,13702975,15881563,-2178588
"PL22B",2015,15052060,13702975,1349085
"PL22B",2016,14063325,15052060,-988735
"PL22B",2017,15226656,14063325,1163331
"PL22B",2018,14068056,15226656,-1158600
"PL22B",2019,11953334,14068056,-2114722
"PL22B",2020,11732291,11953334,-221043
"PL22B",2021,12308106,11732291,575815
"PL22B",2022,11161684,12308106,-1146422
"PL22B",2023,8892444,11161684,-2269240
"PL22C",2005,5856326,NA,NA
"PL22C",2006,6179201,5856326,322875
"PL22C",2007,5981137,6179201,-198064
"PL22C",2008,5736761,5981137,-244376
"PL22C",2009,5292344,5736761,-444417
"PL22C",2010,5706699,5292344,414355
"PL22C",2011,5848446,5706699,141747
"PL22C",2012,4592184,5848446,-1256262
"PL22C",2013,4436020,4592184,-156164
"PL22C",2014,3836149,4436020,-599871
"PL22C",2015,4180560,3836149,344411
"PL22C",2016,4282562,4180560,102002
"PL22C",2017,4615340,4282562,332778
"PL22C",2018,3877619,4615340,-737721
"PL22C",2019,3648335,3877619,-229284
"PL22C",2020,2306401,3648335,-1341934
"PL22C",2021,3298700,2306401,992299
"PL22C",2022,3260560,3298700,-38140
"PL22C",2023,2214442,3260560,-1046118
"PL411",2005,424085,NA,NA
"PL411",2006,400693,424085,-23392
"PL411",2007,431308,400693,30615
"PL411",2008,411492,431308,-19816
"PL411",2009,315884,411492,-95608
"PL411",2010,340835,315884,24951
"PL411",2011,334962,340835,-5873
"PL411",2012,344158,334962,9196
"PL411",2013,332596,344158,-11562
"PL411",2014,318847,332596,-13749
"PL411",2015,320621,318847,1774
"PL411",2016,331723,320621,11102
"PL411",2017,305633,331723,-26090
"PL411",2018,260812,305633,-44821
"PL411",2019,262864,260812,2052
"PL411",2020,235983,262864,-26881
"PL411",2021,229694,235983,-6289
"PL411",2022,152709,229694,-76985
"PL411",2023,141041,152709,-11668
"PL414",2005,13270104,NA,NA
"PL414",2006,14140429,13270104,870325
"PL414",2007,14369994,14140429,229565
"PL414",2008,12345254,14369994,-2024740
"PL414",2009,11229524,12345254,-1115730
"PL414",2010,10230901,11229524,-998623
"PL414",2011,10563316,10230901,332415
"PL414",2012,10008115,10563316,-555201
"PL414",2013,10736123,10008115,728008
"PL414",2014,10198850,10736123,-537273
"PL414",2015,10024607,10198850,-174243
"PL414",2016,9562467,10024607,-462140
"PL414",2017,8401498,9562467,-1160969
"PL414",2018,4918309,8401498,-3483189
"PL414",2019,4273247,4918309,-645062
"PL414",2020,3187869,4273247,-1085378
"PL414",2021,2756672,3187869,-431197
"PL414",2022,1276847,2756672,-1479825
"PL414",2023,926505,1276847,-350342
"PL415",2005,1905881,NA,NA
"PL415",2006,1786514,1905881,-119367
"PL415",2007,1626723,1786514,-159791
"PL415",2008,1620168,1626723,-6555
"PL415",2009,1720796,1620168,100628
"PL415",2010,1573640,1720796,-147156
"PL415",2011,1439447,1573640,-134193
"PL415",2012,1318648,1439447,-120799
"PL415",2013,1273512,1318648,-45136
"PL415",2014,1156818,1273512,-116694
"PL415",2015,1261079,1156818,104261
"PL415",2016,1227791,1261079,-33288
"PL415",2017,1337496,1227791,109705
"PL415",2018,1402489,1337496,64993
"PL415",2019,1245260,1402489,-157229
"PL415",2020,1277202,1245260,31942
"PL415",2021,1420574,1277202,143372
"PL415",2022,1151533,1420574,-269041
"PL415",2023,1101373,1151533,-50160
"PL416",2005,320945,NA,NA
"PL416",2006,304230,320945,-16715
"PL416",2007,293302,304230,-10928
"PL416",2008,262201,293302,-31101
"PL416",2009,236630,262201,-25571
"PL416",2010,264579,236630,27949
"PL416",2011,230580,264579,-33999
"PL416",2012,220591,230580,-9989
"PL416",2013,208660,220591,-11931
"PL416",2014,170365,208660,-38295
"PL416",2015,163220,170365,-7145
"PL416",2016,183768,163220,20548
"PL416",2017,179867,183768,-3901
"PL416",2018,171051,179867,-8816
"PL416",2019,157185,171051,-13866
"PL416",2020,140066,157185,-17119
"PL416",2021,167921,140066,27855
"PL416",2022,157900,167921,-10021
"PL416",2023,132677,157900,-25223
"PL417",2005,419113,NA,NA
"PL417",2006,390643,419113,-28470
"PL417",2007,436945,390643,46302
"PL417",2008,417851,436945,-19094
"PL417",2009,410614,417851,-7237
"PL417",2010,427195,410614,16581
"PL417",2011,417980,427195,-9215
"PL417",2012,426854,417980,8874
"PL417",2013,395346,426854,-31508
"PL417",2014,366914,395346,-28432
"PL417",2015,352439,366914,-14475
"PL417",2016,368710,352439,16271
"PL417",2017,371851,368710,3141
"PL417",2018,376156,371851,4305
"PL417",2019,359933,376156,-16223
"PL417",2020,351821,359933,-8112
"PL417",2021,355041,351821,3220
"PL417",2022,340629,355041,-14412
"PL417",2023,348592,340629,7963
"PL418",2005,189522,NA,NA
"PL418",2006,181012,189522,-8510
"PL418",2007,186358,181012,5346
"PL418",2008,168822,186358,-17536
"PL418",2009,188830,168822,20008
"PL418",2010,203186,188830,14356
"PL418",2011,176442,203186,-26744
"PL418",2012,172065,176442,-4377
"PL418",2013,163418,172065,-8647
"PL418",2014,149497,163418,-13921
"PL418",2015,142926,149497,-6571
"PL418",2016,104764,142926,-38162
"PL418",2017,156774,104764,52010
"PL418",2018,127188,156774,-29586
"PL418",2019,170777,127188,43589
"PL418",2020,175561,170777,4784
"PL418",2021,177972,175561,2411
"PL418",2022,159474,177972,-18498
"PL418",2023,155834,159474,-3640
"PL424",2005,1202473,NA,NA
"PL424",2006,1219474,1202473,17001
"PL424",2007,1069161,1219474,-150313
"PL424",2008,1309395,1069161,240234
"PL424",2009,1167221,1309395,-142174
"PL424",2010,1118400,1167221,-48821
"PL424",2011,949209,1118400,-169191
"PL424",2012,870502,949209,-78707
"PL424",2013,783757,870502,-86745
"PL424",2014,758384,783757,-25373
"PL424",2015,830216,758384,71832
"PL424",2016,640260,830216,-189956
"PL424",2017,600682,640260,-39578
"PL424",2018,608430,600682,7748
"PL424",2019,641293,608430,32863
"PL424",2020,917471,641293,276178
"PL424",2021,782391,917471,-135080
"PL424",2022,686643,782391,-95748
"PL424",2023,543784,686643,-142859
"PL426",2005,285012,NA,NA
"PL426",2006,268074,285012,-16938
"PL426",2007,263995,268074,-4079
"PL426",2008,240330,263995,-23665
"PL426",2009,243921,240330,3591
"PL426",2010,257125,243921,13204
"PL426",2011,210246,257125,-46879
"PL426",2012,213306,210246,3060
"PL426",2013,212563,213306,-743
"PL426",2014,195010,212563,-17553
"PL426",2015,197314,195010,2304
"PL426",2016,208510,197314,11196
"PL426",2017,213514,208510,5004
"PL426",2018,211950,213514,-1564
"PL426",2019,211155,211950,-795
"PL426",2020,199388,211155,-11767
"PL426",2021,225574,199388,26186
"PL426",2022,205712,225574,-19862
"PL426",2023,194692,205712,-11020
"PL427",2005,175600,NA,NA
"PL427",2006,180476,175600,4876
"PL427",2007,182220,180476,1744
"PL427",2008,168612,182220,-13608
"PL427",2009,147597,168612,-21015
"PL427",2010,152870,147597,5273
"PL427",2011,125760,152870,-27110
"PL427",2012,118367,125760,-7393
"PL427",2013,113842,118367,-4525
"PL427",2014,85510,113842,-28332
"PL427",2015,87048,85510,1538
"PL427",2016,91833,87048,4785
"PL427",2017,94816,91833,2983
"PL427",2018,94280,94816,-536
"PL427",2019,75252,94280,-19028
"PL427",2020,67804,75252,-7448
"PL427",2021,74791,67804,6987
"PL427",2022,67349,74791,-7442
"PL427",2023,72413,67349,5064
"PL428",2005,4713478,NA,NA
"PL428",2006,6435499,4713478,1722021
"PL428",2007,6780603,6435499,345104
"PL428",2008,6638233,6780603,-142370
"PL428",2009,5915452,6638233,-722781
"PL428",2010,6646661,5915452,731209
"PL428",2011,6770734,6646661,124073
"PL428",2012,5895315,6770734,-875419
"PL428",2013,5695672,5895315,-199643
"PL428",2014,5314701,5695672,-380971
"PL428",2015,5619148,5314701,304447
"PL428",2016,5191905,5619148,-427243
"PL428",2017,4694039,5191905,-497866
"PL428",2018,4292962,4694039,-401077
"PL428",2019,3195706,4292962,-1097256
"PL428",2020,3104945,3195706,-90761
"PL428",2021,3126522,3104945,21577
"PL428",2022,3236353,3126522,109831
"PL428",2023,2933057,3236353,-303296
"PL431",2005,782931,NA,NA
"PL431",2006,770207,782931,-12724
"PL431",2007,681652,770207,-88555
"PL431",2008,603652,681652,-78000
"PL431",2009,670316,603652,66664
"PL431",2010,663621,670316,-6695
"PL431",2011,638142,663621,-25479
"PL431",2012,637994,638142,-148
"PL431",2013,640217,637994,2223
"PL431",2014,634685,640217,-5532
"PL431",2015,637934,634685,3249
"PL431",2016,669658,637934,31724
"PL431",2017,655587,669658,-14071
"PL431",2018,693956,655587,38369
"PL431",2019,673906,693956,-20050
"PL431",2020,647618,673906,-26288
"PL431",2021,632060,647618,-15558
"PL431",2022,587189,632060,-44871
"PL431",2023,564179,587189,-23010
"PL432",2005,805701,NA,NA
"PL432",2006,803643,805701,-2058
"PL432",2007,768137,803643,-35506
"PL432",2008,718751,768137,-49386
"PL432",2009,703634,718751,-15117
"PL432",2010,731529,703634,27895
"PL432",2011,752696,731529,21167
"PL432",2012,749904,752696,-2792
"PL432",2013,700874,749904,-49030
"PL432",2014,687982,700874,-12892
"PL432",2015,658611,687982,-29371
"PL432",2016,704390,658611,45779
"PL432",2017,754309,704390,49919
"PL432",2018,695271,754309,-59038
"PL432",2019,644494,695271,-50777
"PL432",2020,629617,644494,-14877
"PL432",2021,640719,629617,11102
"PL432",2022,519190,640719,-121529
"PL432",2023,630594,519190,111404
"PL514",2005,1526705,NA,NA
"PL514",2006,1527271,1526705,566
"PL514",2007,1457719,1527271,-69552
"PL514",2008,1241252,1457719,-216467
"PL514",2009,1203457,1241252,-37795
"PL514",2010,1183211,1203457,-20246
"PL514",2011,1002989,1183211,-180222
"PL514",2012,993545,1002989,-9444
"PL514",2013,1178673,993545,185128
"PL514",2014,1083045,1178673,-95628
"PL514",2015,1095109,1083045,12064
"PL514",2016,1211965,1095109,116856
"PL514",2017,1182504,1211965,-29461
"PL514",2018,1200655,1182504,18151
"PL514",2019,1142246,1200655,-58409
"PL514",2020,1112980,1142246,-29266
"PL514",2021,1216694,1112980,103714
"PL514",2022,1203809,1216694,-12885
"PL514",2023,1115838,1203809,-87971
"PL515",2005,13114176,NA,NA
"PL515",2006,13307971,13114176,193795
"PL515",2007,12651428,13307971,-656543
"PL515",2008,13186011,12651428,534583
"PL515",2009,11905455,13186011,-1280556
"PL515",2010,10950108,11905455,-955347
"PL515",2011,11029929,10950108,79821
"PL515",2012,11158114,11029929,128185
"PL515",2013,10252412,11158114,-905702
"PL515",2014,8374407,10252412,-1878005
"PL515",2015,7812605,8374407,-561802
"PL515",2016,8073900,7812605,261295
"PL515",2017,7360629,8073900,-713271
"PL515",2018,7114231,7360629,-246398
"PL515",2019,5723426,7114231,-1390805
"PL515",2020,5992443,5723426,269017
"PL515",2021,10386668,5992443,4394225
"PL515",2022,11393123,10386668,1006455
"PL515",2023,8966917,11393123,-2426206
"PL516",2005,944808,NA,NA
"PL516",2006,828051,944808,-116757
"PL516",2007,731481,828051,-96570
"PL516",2008,705781,731481,-25700
"PL516",2009,723512,705781,17731
"PL516",2010,779323,723512,55811
"PL516",2011,637225,779323,-142098
"PL516",2012,662056,637225,24831
"PL516",2013,1477329,662056,815273
"PL516",2014,1339527,1477329,-137802
"PL516",2015,1281161,1339527,-58366
"PL516",2016,1008599,1281161,-272562
"PL516",2017,660580,1008599,-348019
"PL516",2018,635710,660580,-24870
"PL516",2019,461025,635710,-174685
"PL516",2020,513232,461025,52207
"PL516",2021,533108,513232,19876
"PL516",2022,563523,533108,30415
"PL516",2023,422000,563523,-141523
"PL517",2005,576623,NA,NA
"PL517",2006,546845,576623,-29778
"PL517",2007,421489,546845,-125356
"PL517",2008,406782,421489,-14707
"PL517",2009,366140,406782,-40642
"PL517",2010,413911,366140,47771
"PL517",2011,381788,413911,-32123
"PL517",2012,381720,381788,-68
"PL517",2013,331853,381720,-49867
"PL517",2014,288329,331853,-43524
"PL517",2015,297701,288329,9372
"PL517",2016,292226,297701,-5475
"PL517",2017,277059,292226,-15167
"PL517",2018,285739,277059,8680
"PL517",2019,252542,285739,-33197
"PL517",2020,234115,252542,-18427
"PL517",2021,267360,234115,33245
"PL517",2022,233005,267360,-34355
"PL517",2023,209183,233005,-23822
"PL518",2005,848850,NA,NA
"PL518",2006,829086,848850,-19764
"PL518",2007,858748,829086,29662
"PL518",2008,823789,858748,-34959
"PL518",2009,811700,823789,-12089
"PL518",2010,877037,811700,65337
"PL518",2011,643208,877037,-233829
"PL518",2012,669964,643208,26756
"PL518",2013,781450,669964,111486
"PL518",2014,705814,781450,-75636
"PL518",2015,696986,705814,-8828
"PL518",2016,788642,696986,91656
"PL518",2017,842874,788642,54232
"PL518",2018,895263,842874,52389
"PL518",2019,868642,895263,-26621
"PL518",2020,825519,868642,-43123
"PL518",2021,848021,825519,22502
"PL518",2022,804339,848021,-43682
"PL518",2023,540665,804339,-263674
"PL523",2005,351429,NA,NA
"PL523",2006,343252,351429,-8177
"PL523",2007,351265,343252,8013
"PL523",2008,312096,351265,-39169
"PL523",2009,244614,312096,-67482
"PL523",2010,245688,244614,1074
"PL523",2011,223031,245688,-22657
"PL523",2012,227835,223031,4804
"PL523",2013,228271,227835,436
"PL523",2014,215393,228271,-12878
"PL523",2015,218780,215393,3387
"PL523",2016,222299,218780,3519
"PL523",2017,212308,222299,-9991
"PL523",2018,221638,212308,9330
"PL523",2019,200362,221638,-21276
"PL523",2020,157874,200362,-42488
"PL523",2021,164457,157874,6583
"PL523",2022,142181,164457,-22276
"PL523",2023,130574,142181,-11607
"PL524",2005,12362622,NA,NA
"PL524",2006,13233124,12362622,870502
"PL524",2007,14082893,13233124,849769
"PL524",2008,13057663,14082893,-1025230
"PL524",2009,12668394,13057663,-389269
"PL524",2010,12452527,12668394,-215867
"PL524",2011,12874361,12452527,421834
"PL524",2012,11375018,12874361,-1499343
"PL524",2013,10973192,11375018,-401826
"PL524",2014,11568719,10973192,595527
"PL524",2015,10675362,11568719,-893357
"PL524",2016,10740449,10675362,65087
"PL524",2017,11406717,10740449,666268
"PL524",2018,13110742,11406717,1704025
"PL524",2019,12235301,13110742,-875441
"PL524",2020,14640096,12235301,2404795
"PL524",2021,15843631,14640096,1203535
"PL524",2022,13929929,15843631,-1913702
"PL524",2023,13410993,13929929,-518936
"PL613",2005,2173746,NA,NA
"PL613",2006,2097836,2173746,-75910
"PL613",2007,1958738,2097836,-139098
"PL613",2008,1592917,1958738,-365821
"PL613",2009,1540408,1592917,-52509
"PL613",2010,1628377,1540408,87969
"PL613",2011,1463586,1628377,-164791
"PL613",2012,1476263,1463586,12677
"PL613",2013,1252886,1476263,-223377
"PL613",2014,1123267,1252886,-129619
"PL613",2015,1118721,1123267,-4546
"PL613",2016,1157426,1118721,38705
"PL613",2017,1132511,1157426,-24915
"PL613",2018,1112808,1132511,-19703
"PL613",2019,1104279,1112808,-8529
"PL613",2020,1022155,1104279,-82124
"PL613",2021,1115203,1022155,93048
"PL613",2022,1052845,1115203,-62358
"PL613",2023,1017322,1052845,-35523
"PL616",2005,240004,NA,NA
"PL616",2006,221045,240004,-18959
"PL616",2007,205592,221045,-15453
"PL616",2008,211263,205592,5671
"PL616",2009,215589,211263,4326
"PL616",2010,218080,215589,2491
"PL616",2011,202740,218080,-15340
"PL616",2012,192968,202740,-9772
"PL616",2013,203402,192968,10434
"PL616",2014,179420,203402,-23982
"PL616",2015,166971,179420,-12449
"PL616",2016,183253,166971,16282
"PL616",2017,196498,183253,13245
"PL616",2018,189360,196498,-7138
"PL616",2019,169340,189360,-20020
"PL616",2020,146049,169340,-23291
"PL616",2021,157587,146049,11538
"PL616",2022,140184,157587,-17403
"PL616",2023,139075,140184,-1109
"PL617",2005,3101620,NA,NA
"PL617",2006,3215035,3101620,113415
"PL617",2007,3307535,3215035,92500
"PL617",2008,3102708,3307535,-204827
"PL617",2009,2781734,3102708,-320974
"PL617",2010,3050251,2781734,268517
"PL617",2011,3125142,3050251,74891
"PL617",2012,3018342,3125142,-106800
"PL617",2013,2876443,3018342,-141899
"PL617",2014,3028292,2876443,151849
"PL617",2015,2845769,3028292,-182523
"PL617",2016,3261721,2845769,415952
"PL617",2017,3238761,3261721,-22960
"PL617",2018,3323956,3238761,85195
"PL617",2019,3354686,3323956,30730
"PL617",2020,3096135,3354686,-258551
"PL617",2021,3070784,3096135,-25351
"PL617",2022,3378130,3070784,307346
"PL617",2023,2835063,3378130,-543067
"PL618",2005,379450,NA,NA
"PL618",2006,330214,379450,-49236
"PL618",2007,341458,330214,11244
"PL618",2008,311385,341458,-30073
"PL618",2009,391188,311385,79803
"PL618",2010,389032,391188,-2156
"PL618",2011,386074,389032,-2958
"PL618",2012,359764,386074,-26310
"PL618",2013,398712,359764,38948
"PL618",2014,378829,398712,-19883
"PL618",2015,474801,378829,95972
"PL618",2016,381259,474801,-93542
"PL618",2017,219576,381259,-161683
"PL618",2018,132081,219576,-87495
"PL618",2019,172858,132081,40777
"PL618",2020,90929,172858,-81929
"PL618",2021,151089,90929,60160
"PL618",2022,109613,151089,-41476
"PL618",2023,150587,109613,40974
"PL619",2005,557905,NA,NA
"PL619",2006,538813,557905,-19092
"PL619",2007,539304,538813,491
"PL619",2008,386529,539304,-152775
"PL619",2009,400766,386529,14237
"PL619",2010,402997,400766,2231
"PL619",2011,409659,402997,6662
"PL619",2012,399410,409659,-10249
"PL619",2013,405277,399410,5867
"PL619",2014,372133,405277,-33144
"PL619",2015,345098,372133,-27035
"PL619",2016,299629,345098,-45469
"PL619",2017,278379,299629,-21250
"PL619",2018,262160,278379,-16219
"PL619",2019,241094,262160,-21066
"PL619",2020,228960,241094,-12134
"PL619",2021,232622,228960,3662
"PL619",2022,223536,232622,-9086
"PL619",2023,213097,223536,-10439
"PL621",2005,482079,NA,NA
"PL621",2006,491981,482079,9902
"PL621",2007,465407,491981,-26574
"PL621",2008,454836,465407,-10571
"PL621",2009,459635,454836,4799
"PL621",2010,497621,459635,37986
"PL621",2011,447087,497621,-50534
"PL621",2012,459839,447087,12752
"PL621",2013,440244,459839,-19595
"PL621",2014,382977,440244,-57267
"PL621",2015,376354,382977,-6623
"PL621",2016,393295,376354,16941
"PL621",2017,370354,393295,-22941
"PL621",2018,401655,370354,31301
"PL621",2019,374511,401655,-27144
"PL621",2020,324409,374511,-50102
"PL621",2021,299650,324409,-24759
"PL621",2022,241405,299650,-58245
"PL621",2023,176711,241405,-64694
"PL622",2005,580448,NA,NA
"PL622",2006,584688,580448,4240
"PL622",2007,613045,584688,28357
"PL622",2008,561658,613045,-51387
"PL622",2009,556994,561658,-4664
"PL622",2010,605585,556994,48591
"PL622",2011,545453,605585,-60132
"PL622",2012,540464,545453,-4989
"PL622",2013,517982,540464,-22482
"PL622",2014,495250,517982,-22732
"PL622",2015,486374,495250,-8876
"PL622",2016,505321,486374,18947
"PL622",2017,499838,505321,-5483
"PL622",2018,516295,499838,16457
"PL622",2019,499059,516295,-17236
"PL622",2020,430483,499059,-68576
"PL622",2021,472687,430483,42204
"PL622",2022,362101,472687,-110586
"PL622",2023,247912,362101,-114189
"PL623",2005,167536,NA,NA
"PL623",2006,168136,167536,600
"PL623",2007,167199,168136,-937
"PL623",2008,161137,167199,-6062
"PL623",2009,154100,161137,-7037
"PL623",2010,167973,154100,13873
"PL623",2011,154947,167973,-13026
"PL623",2012,161653,154947,6706
"PL623",2013,152982,161653,-8671
"PL623",2014,135619,152982,-17363
"PL623",2015,112180,135619,-23439
"PL623",2016,122824,112180,10644
"PL623",2017,120635,122824,-2189
"PL623",2018,111804,120635,-8831
"PL623",2019,96884,111804,-14920
"PL623",2020,99486,96884,2602
"PL623",2021,111560,99486,12074
"PL623",2022,87977,111560,-23583
"PL623",2023,48330,87977,-39647
"PL633",2005,3280438,NA,NA
"PL633",2006,3384708,3280438,104270
"PL633",2007,3361183,3384708,-23525
"PL633",2008,3023710,3361183,-337473
"PL633",2009,2820145,3023710,-203565
"PL633",2010,3100040,2820145,279895
"PL633",2011,3852323,3100040,752283
"PL633",2012,3816178,3852323,-36145
"PL633",2013,3574096,3816178,-242082
"PL633",2014,3599989,3574096,25893
"PL633",2015,3686661,3599989,86672
"PL633",2016,3794286,3686661,107625
